week,highest_temperature,lowest_temperature,average_temperature,precipitation,snowfall,humidity
1,12.2,2.0,7.1,0.0,0,59.0
2,15.5,0.7,9.0,38.0,0,70.7
3,11.7,0.3,6.7,0.0,0,60.0
4,9.8,-2.0,3.6,8.0,0,63.9
5,11.6,0.5,5.6,0.0,0,60.7
6,16.9,2.1,8.5,3.0,0,61.1
7,14.3,-0.1,6.7,15.0,0,65.0
8,12.7,2.2,6.2,15.5,0,61.7
9,18.8,1.9,9.3,2.0,0,55.9
10,24.6,4.2,14.4,0.0,0,52.7
11,21.5,4.5,12.1,42.5,0,59.6
12,25.2,6.7,14.8,31.5,0,71.4
13,25.1,6.8,14.3,0.0,0,46.7
14,22.5,7.2,15.4,56.5,0,62.3
15,24.0,8.3,15.8,38.5,0,64.7
16,27.4,9.2,16.5,8.5,0,59.6
17,24.0,9.9,15.8,93.0,0,65.0
18,27.2,11.3,19.2,112.0,0,62.4
19,26.4,11.7,18.0,57.5,0,57.0
20,30.3,15.3,21.5,18.0,0,66.9
21,28.6,13.9,20.8,2.5,0,61.9
22,27.2,15.3,21.3,180.0,0,74.9
23,27.6,16.7,22.0,54.0,0,74.3
24,31.3,20.1,24.2,8.0,0,73.1
25,31.2,18.4,24.3,50.0,0,67.7
26,33.3,22.8,26.4,40.0,0,79.0
27,34.4,23.1,27.7,37.0,0,73.9
28,34.2,24.1,28.8,13.5,0,72.1
29,35.8,22.9,29.3,22.0,0,65.3
30,38.1,25.8,30.5,0.0,0,65.7
31,38.4,26.9,30.8,0.0,0,64.6
32,38.6,25.9,30.7,4.5,0,66.1
33,37.2,25.2,29.1,109.5,0,75.7
34,37.7,24.4,29.2,49.5,0,73.7
35,36.4,26.0,30.0,0.0,0,63.6
36,34.6,23.5,28.0,23.5,0,69.0
37,34.5,23.5,28.2,10.0,0,72.3
38,33.7,20.9,27.4,10.5,0,66.3
39,32.3,21.4,26.6,13.5,0,63.0
40,27.3,16.4,20.8,17.5,0,59.4
41,26.1,14.1,19.4,37.5,0,65.7
42,26.5,11.0,19.1,6.5,0,59.6
43,24.5,12.7,17.7,2.5,0,62.1
44,27.9,12.4,18.8,0.0,0,65.3
45,27.3,10.8,17.3,62.5,0,68.4
46,18.3,6.7,11.8,30.0,0,64.1
47,20.1,5.2,12.3,0.0,0,63.7
48,17.4,4.2,10.3,0.0,0,58.0
49,19.6,4.2,11.1,0.5,0,67.0
50,21.0,2.8,12.5,18.5,0,68.1
51,11.8,-0.2,5.5,0.0,0,55.0
52,14.2,1.9,8.5,0.5,0,63.7
